,ISBN,title,author,pub_year,publisher,categories,description
94,3492045642,QuerschÃ?Â¼sse - Downsize This!,Michael Moore,2003,Piper,,
95,3498020862,Die Korrekturen.,Jonathan Franzen,2002,"Rowohlt, Reinbek",American fiction,"Im Mittelpunkt steht die Familie Lambert. Enid Lambert sehnt sich nach einem letzten Weihnachtsfest mit ihren erwachsenen Kindern und ihrem an Parkinson erkrankten Mann bei sich in St. Jude. Doch die Kinder tun sich schwer, ihr diesen Wunsch zu gewähren."
96,60977493,The God of Small Things,Arundhati Roy,1998,Perennial,Fiction,"The story of the tragic decline of an Indian family whose members suffer the terrible consequences of forbidden love, The God of Small Things is set in the state of Kerala, on the southernmost tip of India. Armed only with the invincible innocence of children, the twins Rahel and Esthappen fashion a childhood for themselves in the shade of the wreck that is their family -- their lonely, lovely mother, Ammu (who loves by night the man her children love by day), their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), their enemy, Baby Kochamma (ex-nun and incumbent grandaunt), and the ghost of an imperial entomologist's moth (with unusually dense dorsal tufts). When their English cousin and her mother arrive on a Christmas visit, the twins learn that Things Can Change in a Day. That lives can twist into new, ugly shapes, even cease forever. The brilliantly plotted story uncoils with an agonizing sense of foreboding and inevitability. Yet nothing prepares you for what lies at the heart of it."
97,316602906,The Big Bad Wolf: A Novel,James Patterson,2003,"Little, Brown",African American psychologists,"At the outset of his career with the FBI, Alex Cross is instructed to track down a band of kidnappers who are snatching people and possibly selling them into slavery, a case that is complicated by a terrible threat to Cross's own family."
98,316693006,Four Blind Mice,James Patterson,2002,"Little, Brown",Fiction,"With his resignation from the Washington Police interrupted by a case involving a friend who has been framed for murder, Alex Cross and partner John Sampson journey deep across military lines to confront the most brutal killer of their careers. 1,500,000 first printing."
99,345311396,Private Screening,Richard North Patterson,1994,Ballantine Books,Fiction,"In a sensational trial that is taken over by a mysterious terrorist, attorney Tony Lord defends a man accuses of assassinating presidential hopeful James Kilcannon. By the author of Degree of Guilt. Reissue."
100,345378490,Congo,Michael Crichton,1995,Ballantine Books,Fiction,"Armed with the latest gifts of advanced technology, a California scientist, a ruthless corporation agent, and a mercenary hunter face the dangers of the Congo jungle in search of the diamonds of the lost city of Zinj"
101,345404793,Protect and Defend,Richard North Patterson,2001,Ballantine Books,Fiction,"When the Chief Justice of the Supreme Court drops dead following the inauguration, President Kerry Kilcannon selects as a replacement Judge Caroline Masters, a woman who hides a secret that could affect her ruling on a controversial case."
102,345433173,The Tall Pine Polka,Lorna Landvik,1999,Ballantine Books,,
103,375400117,Memoirs of a Geisha,Arthur Golden,1997,Alfred A. Knopf,,
104,375705856,Plainsong (Vintage Contemporaries),KENT HARUF,2000,Vintage,Fiction,"From the unsettled lives of a small-town teacher struggling to raise two boys alone in the face of their mother's retreat from life, a pregnant teenage girl with nowhere to go, and two elderly bachelor farmers emerges a new vision of life and family as their diverse destinies intertwine. 200,000 first printing."
105,380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon,Fiction,Chief Medical Examiner Kay Scarpetta investigates the murder of a reclusive author and discovers that being a coroner is much more than laboratory work as she becomes involved in a dangerous criminal investigation
106,380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon,Fiction,"Dr. Kay Scarpetta is up against a serial killer who targets young lovers. Four couples have disappeared, only to turn up dead months afterward...Now a fifth pair is missing, and the mother of the girl is a powerhouse recently named by the president to head his war on drugs."
107,038076654X,Petals on the River,Kathleen E. Woodiwiss,1997,Avon Trade,,
108,380807866,The Elusive Flame,Kathleen E. Woodiwiss,1999,Avon,Fiction,"A woman in desperate straits ... A fearless man ...A marriage of convenience on turbulent waters ... Cerynise Kendall has been left destitute and in dire need following the death of her doting patron and protectress. A brilliant young artist tossed from her home with only the clothes on her back, Cerynise must now turn to a childhood companion for assistance - the dashing sea captain Beauregard Birmingham and beg him to provide her with passage to the Carolinas. She seeks a new home and a new life across the waters, but all depends upon the kindness of a charming adventurer who was once the object of her youthful infatuation. Beneath Birmingham′s rugged exterior beats a heart as large and wild as the Atlantic, and Beau readily agrees to aid Cerynise - even offering her his name in marriage, albeit temporarily, to protect his long time friend from scandal. But perilous secrets, determined enemies and tempests of the sea and soul threaten their future and safe passage even as bonds of camaraderie are miraculously reforged as bonds of desire ... and affection becomes passion and love."
109,385316895,Legacy of Silence,Belva Plain,1998,Bantam Dell Pub Group,Fiction,Two sisters separated by adoption and a romantic betrayal emigrate to America from Berlin after their parents fall victim to the Nazis
110,385497466,The Brethren,JOHN GRISHAM,2000,Doubleday,Fiction,"In a maximum security federal prison, three former judges who call themselves ""the brethren"" meet daily in the law library to run a rougher form of justice inside their new community, and make a little money, but when one of their scams derails, they are forced to confront the world of their own creation."
111,385508042,The King of Torts,John Grisham,2003,Doubleday Books,Fiction,"The author of such best-selling legal thrillers as The Summons and The Brethren presents his latest novel of courtroom and legal suspense. 2,500,000 first printing. $2,500,000 ad/promo."
112,385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003,Doubleday,Fiction,"Despite his overwhelming fear of interacting with people, Christopher, a mathematically-gifted, autistic fifteen-year-old boy, decides to investigate the murder of a neighbor's dog and uncovers secret information about his mother."
113,385511612,Bleachers,John Grisham,2003,Doubleday,Fiction,"Presents a novel about high school football in a small Texas town, a place in which football has become a religion."
114,385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,2003,Delacorte Books for Young Readers,Juvenile Fiction,"During their first summer apart, four teenage girls, best friends since earliest childhood, stay in touch through a shared pair of secondhand jeans that magically adapts to each of their figures and affects their attitudes to their different summer experiences."
115,425164403,Only Love (Magical Love),Erich Segal,1998,Berkley Publishing Group,Fiction,"Matthew Hiller finds himself caught in the middle among his Hippocratic oath, his past, and a potential future with a beautiful but terminally ill woman married to another man"
116,446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision,,
117,446610399,The Rescue,Nicholas Sparks,2001,Warner Books,,
118,449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books,Fiction,"When college student Jeff Converse is wrongly accused of a violent crime, he becomes trapped in the dark and evil underworld of Manhattan where the homeless, the desperate, and the insane have created their own society and where deranged predators hunt for prey in a deadly game. Reprint."
119,449911004,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,1996,Ballantine Books,Fiction,"Centering around a Minneapolis beauty parlor that also functions as a women's support group, this novel explores the loves, losses, hopes, and victories experienced by Patty Jane and Harriet, two eccentric sisters"
120,451162072,Pet Sematary,Stephen King,1994,Signet Book,Fiction,"""Vivid, powerful, disturbing."" --Washington Post Book World ""A stunner...King gets you to believe the unbelievable."" --Detroit News ""Unrelenting, convincing...awesome power...his best yet."" --Pittsburgh Press"
121,451186648,Silent Snow,Steve Thayer,2000,Signet Book,Fiction,Twin Cities investigative reporter Rick Beanblossom's family becomes the target of a terrifying copycat crime on the anniversary of the 1932 Lindberg kidnapping. Reprint.
